0,1640951612.092,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
1,1640951612.145,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
2,1640951612.177,F004,FFFFFF4001FFFFFF,Electronic Engine Controller #1: EEC1
3,1640951612.199,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
4,1640951612.252,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
5,1640951612.284,F004,FFFFFF4001FFFFFF,Electronic Engine Controller #1: EEC1
6,1640951612.306,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
7,1640951612.360,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
8,1640951612.392,F004,FFFFFF4001FFFFFF,Electronic Engine Controller #1: EEC1
9,1640951612.413,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
10,1640951612.467,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
11,1640951612.499,F004,FFFFFF0001FFFFFF,Electronic Engine Controller #1: EEC1
12,1640951612.521,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
13,1640951612.527,FEE9,FFFFFFFFB6040000,Fuel Consumption: LFC
14,1640951612.575,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
15,1640951612.607,F004,FFFFFF4001FFFFFF,Electronic Engine Controller #1: EEC1
16,1640951612.629,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
17,1640951612.683,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
18,1640951612.715,F004,FFFFFF0001FFFFFF,Electronic Engine Controller #1: EEC1
19,1640951612.736,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
20,1640951612.790,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
21,1640951612.822,F004,FFFFFF4001FFFFFF,Electronic Engine Controller #1: EEC1
22,1640951612.844,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
23,1640951612.898,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
24,1640951612.930,F004,FFFFFF0001FFFFFF,Electronic Engine Controller #1: EEC1
25,1640951612.952,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
26,1640951613.005,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
27,1640951613.037,F004,FFFFFF0001FFFFFF,Electronic Engine Controller #1: EEC1
28,1640951613.059,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
29,1640951613.113,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
30,1640951613.145,F004,FFFFFF0001FFFFFF,Electronic Engine Controller #1: EEC1
31,1640951613.167,FE6C,FFFFFFFFFFFFC03F,Tachograph : TCO1
32,1640951613.220,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
33,1640951613.252,F004,FFFFFF800CFFFFFF,Electronic Engine Controller #1: EEC1
34,1640951613.274,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
35,1640951613.328,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
36,1640951613.360,F004,FFFFFF0025FFFFFF,Electronic Engine Controller #1: EEC1
37,1640951613.381,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
38,1640951613.435,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
39,1640951613.467,F004,FFFFFF403CFFFFFF,Electronic Engine Controller #1: EEC1
40,1640951613.489,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
41,1640951613.542,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
42,1640951613.575,F004,FFFFFF0051FFFFFF,Electronic Engine Controller #1: EEC1
43,1640951613.597,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
44,1640951613.602,FEE9,FFFFFFFFB6040000,Fuel Consumption: LFC
45,1640951613.651,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
46,1640951613.683,F004,FFFFFFC050FFFFFF,Electronic Engine Controller #1: EEC1
47,1640951613.705,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
48,1640951613.758,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
49,1640951613.790,F004,FFFFFFC050FFFFFF,Electronic Engine Controller #1: EEC1
50,1640951613.812,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
51,1640951613.865,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
52,1640951613.898,F004,FFFFFFC050FFFFFF,Electronic Engine Controller #1: EEC1
53,1640951613.919,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
54,1640951613.973,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
55,1640951614.005,F004,FFFFFF4059FFFFFF,Electronic Engine Controller #1: EEC1
56,1640951614.027,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
57,1640951614.080,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
58,1640951614.112,F004,FFFFFFC067FFFFFF,Electronic Engine Controller #1: EEC1
59,1640951614.134,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
60,1640951614.188,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
61,1640951614.220,F004,FFFFFF0072FFFFFF,Electronic Engine Controller #1: EEC1
62,1640951614.242,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
63,1640951614.296,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
64,1640951614.328,F004,FFFFFF4072FFFFFF,Electronic Engine Controller #1: EEC1
65,1640951614.350,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
66,1640951614.403,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
67,1640951614.435,F004,FFFFFF4072FFFFFF,Electronic Engine Controller #1: EEC1
68,1640951614.457,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
69,1640951614.511,FE6C,FFFFFFFFFFFFC03F,Tachograph : TCO1
70,1640951614.543,F004,FFFFFFC072FFFFFF,Electronic Engine Controller #1: EEC1
71,1640951614.565,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
72,1640951614.619,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
73,1640951614.651,F004,FFFFFF007CFFFFFF,Electronic Engine Controller #1: EEC1
74,1640951614.673,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
75,1640951614.678,FEE9,FFFFFFFFB6040000,Fuel Consumption: LFC
76,1640951614.727,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
77,1640951614.759,F004,FFFFFFC086FFFFFF,Electronic Engine Controller #1: EEC1
78,1640951614.781,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
79,1640951614.835,FE6C,FFFFFFFFFFFF0040,Tachograph : TCO1
80,1640951614.867,F004,FFFFFF4097FFFFFF,Electronic Engine Controller #1: EEC1
