0,1640951642.429,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
1,1640951642.471,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
2,1640951642.482,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
3,1640951642.514,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
4,1640951642.525,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
5,1640951642.536,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
6,1640951642.579,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
7,1640951642.590,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
8,1640951642.622,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
9,1640951642.633,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
10,1640951642.731,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
11,1640951642.741,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
12,1640951642.752,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
13,1640951642.795,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
14,1640951642.806,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
15,1640951642.838,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
16,1640951642.849,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
17,1640951642.860,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
18,1640951642.902,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
19,1640951642.913,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
20,1640951642.945,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
21,1640951642.956,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
22,1640951642.967,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
23,1640951643.010,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
24,1640951643.021,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
25,1640951643.053,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
26,1640951643.064,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
27,1640951643.075,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
28,1640951643.118,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
29,1640951643.129,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
30,1640951643.161,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
31,1640951643.172,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
32,1640951643.182,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
33,1640951643.225,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
34,1640951643.236,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
35,1640951643.268,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
36,1640951643.279,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
37,1640951643.290,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
38,1640951643.333,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
39,1640951643.344,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
40,1640951643.376,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
41,1640951643.387,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
42,1640951643.397,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
43,1640951643.440,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
44,1640951643.451,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
45,1640951643.483,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
46,1640951643.494,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
47,1640951643.505,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
48,1640951643.547,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
49,1640951643.558,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
50,1640951643.590,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
51,1640951643.601,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
52,1640951643.612,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
53,1640951643.655,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
54,1640951643.666,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
55,1640951643.698,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
56,1640951643.709,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
57,1640951643.720,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
58,1640951643.726,FEE9,FFFFFFFFB7040000,Fuel Consumption: LFC
59,1640951643.764,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
60,1640951643.775,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
61,1640951643.807,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
62,1640951643.818,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
63,1640951643.829,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
64,1640951643.872,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
65,1640951643.883,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
66,1640951643.915,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
67,1640951643.925,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
68,1640951643.936,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
69,1640951643.979,F003,FF51FFFFFFFFFFFF,Electronic Engine Controller #2: EEC2
70,1640951643.990,FE6C,FFFFFFFFFFFFFFFA,Tachograph : TCO1
71,1640951644.022,F004,FFFFFFFFFAFFFFFF,Electronic Engine Controller #1: EEC1
